id_venta,fecha,region,categoria,producto,vendedor,segmento_cliente,unidades,precio_unitario,descuento_pct,ingreso,costo,utilidad
2648,2023-09-06,Norte,Hogar,Set de Ollas,Hugo Reyes,Corporativo,7,37540.0,0.2,210224.0,157668.0,52556.0
2649,2023-09-07,Este,Ropa,Zapatillas,Gabriela Nunez,Pyme,2,42590.0,0.2,68144.0,51108.0,17036.0
2650,2023-09-07,Sur,Hogar,Cafetera,Ana Torres,Pyme,5,29840.0,0.1,134280.0,89520.0,44760.0
2651,2023-09-07,Oeste,Deportes,Colchoneta Yoga,Hugo Reyes,Individual,6,10800.0,0.2,51840.0,38880.0,12960.0
2652,2023-09-07,Sur,Hogar,Set de Ollas,Ana Torres,Corporativo,6,39910.0,0.15,203541.0,143676.0,59865.0
2653,2023-09-07,Oeste,Electronica,Teclado,Hugo Reyes,Corporativo,5,12360.0,0.1,55620.0,37080.0,18540.0
2654,2023-09-08,Este,Ropa,Chaqueta,Diego Rojas,Pyme,5,35810.0,0.0,179050.0,107430.0,71620.0
2655,2023-09-08,Sur,Hogar,Aspiradora,Hugo Reyes,Individual,2,82780.0,0.0,165560.0,99336.0,66224.0
2656,2023-09-08,Norte,Oficina,Cuaderno,Carla Diaz,Pyme,3,1960.0,0.0,5880.0,3528.0,2352.0
2657,2023-09-08,Norte,Ropa,Camiseta,Elena Vidal,Individual,5,8320.0,0.15,35360.0,24960.0,10400.0
2658,2023-09-09,Oeste,Deportes,Colchoneta Yoga,Bruno Silva,Individual,7,9440.0,0.0,66080.0,39648.0,26432.0
2659,2023-09-09,Sur,Oficina,Escritorio,Diego Rojas,Pyme,1,99540.0,0.0,99540.0,59724.0,39816.0
2660,2023-09-09,Este,Electronica,Audifonos,Bruno Silva,Individual,3,16790.0,0.1,45333.0,30222.0,15111.0
2661,2023-09-09,Este,Oficina,Impresora,Bruno Silva,Pyme,3,66290.0,0.0,198870.0,119322.0,79548.0
2662,2023-09-09,Sur,Ropa,Pantalon,Gabriela Nunez,,7,15260.0,0.15,90797.0,64092.0,26705.0
2663,2023-09-09,Sur,Oficina,Cuaderno,Javier Castro,Individual,2,1940.0,0.1,3492.0,2328.0,1164.0
2664,2023-09-09,Sur,Ropa,Zapatillas,Ana Torres,Corporativo,6,42820.0,0.2,205536.0,154152.0,51384.0
2665,2023-09-09,Norte,Deportes,Bototas Trekking,Gabriela Nunez,Pyme,2,55150.0,0.0,110300.0,66180.0,44120.0
2666,2023-09-09,Este,Hogar,Lampara LED,Javier Castro,Individual,3,9750.0,0.0,29250.0,17550.0,11700.0
2667,2023-09-09,Este,Deportes,Bicicleta,Ana Torres,Individual,4,142890.0,0.2,457248.0,342936.0,114312.0
2668,2023-09-09,Oeste,Oficina,Silla Ergonomica,Ana Torres,Corporativo,1,91430.0,0.0,91430.0,54858.0,36572.0
2669,2023-09-09,Oeste,Electronica,Audifonos,Elena Vidal,Corporativo,7,15900.0,0.0,111300.0,66780.0,44520.0
2670,2023-09-10,Norte,Ropa,Gorra,Isidora Munoz,Corporativo,5,5440.0,0.0,27200.0,16320.0,10880.0
2671,2023-09-10,Sur,Hogar,Set de Ollas,Carla Diaz,,4,38470.0,0.1,138492.0,92328.0,46164.0
2672,2023-09-10,Norte,Ropa,Gorra,Bruno Silva,Pyme,5,5970.0,0.1,26865.0,17910.0,8955.0
2673,2023-09-10,Este,Oficina,Silla Ergonomica,Diego Rojas,Pyme,1,91740.0,0.2,73392.0,55044.0,18348.0
2674,2023-09-10,Oeste,Electronica,Teclado,Ana Torres,Corporativo,6,13670.0,0.1,73818.0,49212.0,24606.0
2675,2023-09-10,Centro,Hogar,Cafetera,Isidora Munoz,Pyme,4,32160.0,0.1,115776.0,77184.0,38592.0
2676,2023-09-10,Norte,Deportes,Bototas Trekking,Carla Diaz,Individual,5,55700.0,0.2,222800.0,167100.0,55700.0
2677,2023-09-10,Sur,Deportes,Bicicleta,Isidora Munoz,Individual,2,143100.0,0.2,228960.0,171720.0,57240.0
2678,2023-09-11,Sur,Ropa,Camiseta,Ana Torres,Corporativo,4,8450.0,0.15,28730.0,20280.0,8450.0
2679,2023-09-11,Este,Hogar,Ventilador,Elena Vidal,Pyme,2,19860.0,0.15,33762.0,23832.0,9930.0
2680,2023-09-11,Sur,Deportes,Colchoneta Yoga,Elena Vidal,,3,10540.0,0.2,25296.0,18972.0,6324.0
2681,2023-09-11,Este,Ropa,Gorra,Hugo Reyes,Pyme,6,5930.0,0.0,35580.0,21348.0,14232.0
2682,2023-09-12,Sur,Deportes,Mancuernas,Ana Torres,Corporativo,5,19110.0,0.2,76440.0,57330.0,19110.0
2683,2023-09-12,Centro,Hogar,Lampara LED,Isidora Munoz,Individual,2,9620.0,0.2,15392.0,11544.0,3848.0
2684,2023-09-12,Oeste,Ropa,Gorra,Hugo Reyes,Individual,4,6440.0,0.0,25760.0,15456.0,10304.0
2685,2023-09-12,Sur,Ropa,Zapatillas,Bruno Silva,Corporativo,2,43720.0,0.0,87440.0,52464.0,34976.0
2686,2023-09-12,Norte,Hogar,Cafetera,Javier Castro,Pyme,2,31380.0,0.15,53346.0,37656.0,15690.0
2687,2023-09-12,Norte,Hogar,Set de Ollas,Elena Vidal,Individual,7,40680.0,0.0,284760.0,170856.0,113904.0
2688,2023-09-12,Este,Electronica,Cargador,Hugo Reyes,Corporativo,1,9270.0,0.0,9270.0,5562.0,3708.0
2689,2023-09-13,Centro,Hogar,Aspiradora,Carla Diaz,Corporativo,3,85200.0,0.0,255600.0,153360.0,102240.0
2690,2023-09-13,Este,Deportes,Bototas Trekking,Diego Rojas,Individual,2,53320.0,0.0,106640.0,63984.0,42656.0
2691,2023-09-13,Sur,Hogar,Ventilador,Bruno Silva,Corporativo,3,21320.0,0.05,60762.0,38376.0,22386.0
2692,2023-09-13,Sur,Electronica,Mouse,Felipe Soto,Individual,7,6630.0,0.0,46410.0,27846.0,18564.0
2693,2023-09-13,Norte,Oficina,Escritorio,Ana Torres,Corporativo,1,102380.0,0.1,92142.0,61428.0,30714.0
2694,2023-09-13,Centro,Electronica,Parlante Bluetooth,Elena Vidal,Pyme,5,23490.0,0.15,99832.0,70470.0,29362.0
2695,2023-09-13,Oeste,Deportes,Colchoneta Yoga,Isidora Munoz,Pyme,7,9560.0,0.0,66920.0,40152.0,26768.0
2696,2023-09-13,Centro,Electronica,Parlante Bluetooth,Elena Vidal,Pyme,4,23440.0,0.0,93760.0,56256.0,37504.0
2697,2023-09-13,Este,Oficina,Escritorio,Elena Vidal,Pyme,5,106570.0,0.0,532850.0,319710.0,213140.0
2698,2023-09-13,Oeste,Hogar,Lampara LED,Carla Diaz,Pyme,1,9950.0,0.15,8458.0,5970.0,2488.0
2699,2023-09-14,Sur,Hogar,Ventilador,Diego Rojas,,3,19720.0,0.0,59160.0,35496.0,23664.0
2700,2023-09-14,Este,Electronica,Cargador,Carla Diaz,Individual,3,8400.0,0.05,23940.0,15120.0,8820.0
2701,2023-09-14,Oeste,Deportes,Colchoneta Yoga,Gabriela Nunez,Pyme,2,10570.0,0.05,20083.0,12684.0,7399.0
2702,2023-09-14,Sur,Deportes,Mancuernas,Gabriela Nunez,Corporativo,3,19030.0,0.0,57090.0,34254.0,22836.0
2703,2023-09-14,Oeste,Oficina,Resma de Papel,Isidora Munoz,Pyme,1,3840.0,0.0,3840.0,2304.0,1536.0
2704,2023-09-14,Sur,Hogar,Aspiradora,Ana Torres,Individual,2,80420.0,0.0,160840.0,96504.0,64336.0
2705,2023-09-14,Sur,Deportes,Bicicleta,Carla Diaz,Individual,1,143000.0,0.15,121550.0,85800.0,35750.0
2706,2023-09-14,Norte,Deportes,Bototas Trekking,Hugo Reyes,Pyme,7,58940.0,0.0,412580.0,247548.0,165032.0
2707,2023-09-14,Sur,Electronica,Mouse,Bruno Silva,Pyme,3,7460.0,0.05,21261.0,13428.0,7833.0
2708,2023-09-14,Centro,Deportes,Balon Futbol,Bruno Silva,Individual,2,12330.0,0.0,24660.0,14796.0,9864.0
2709,2023-09-15,Centro,Electronica,Cargador,Hugo Reyes,Individual,5,9620.0,0.05,45695.0,28860.0,16835.0
2710,2023-09-15,Norte,Deportes,Balon Futbol,Elena Vidal,Pyme,1,12770.0,0.0,12770.0,7662.0,5108.0
2711,2023-09-15,Norte,Deportes,Balon Futbol,Hugo Reyes,Corporativo,6,12140.0,0.0,72840.0,43704.0,29136.0
2712,2023-09-15,Oeste,Hogar,Ventilador,Isidora Munoz,Pyme,6,19480.0,0.0,116880.0,70128.0,46752.0
2713,2023-09-15,Sur,Ropa,Zapatillas,Felipe Soto,Individual,3,46080.0,0.1,124416.0,82944.0,41472.0
2714,2023-09-15,Este,Deportes,Balon Futbol,Diego Rojas,Individual,7,12670.0,0.0,88690.0,53214.0,35476.0
2715,2023-09-15,Sur,Deportes,Colchoneta Yoga,Diego Rojas,Individual,4,10660.0,0.15,36244.0,25584.0,10660.0
2716,2023-09-15,Oeste,Hogar,Set de Ollas,Bruno Silva,Individual,4,41160.0,0.05,156408.0,98784.0,57624.0
2717,2023-09-15,Centro,Deportes,Bototas Trekking,Carla Diaz,Pyme,2,48920.0,0.1,88056.0,58704.0,29352.0
2718,2023-09-15,Este,Oficina,Resma de Papel,Elena Vidal,Individual,4,4030.0,0.0,16120.0,9672.0,6448.0
2719,2023-09-16,Norte,Deportes,Bicicleta,Gabriela Nunez,Individual,6,144930.0,0.05,826101.0,521748.0,304353.0
2720,2023-09-16,Sur,Hogar,Set de Ollas,Diego Rojas,Individual,4,40010.0,0.0,160040.0,96024.0,64016.0
2721,2023-09-16,Este,Deportes,Bototas Trekking,Felipe Soto,Individual,2,56980.0,0.05,108262.0,68376.0,39886.0
2722,2023-09-16,Oeste,Deportes,Balon Futbol,Diego Rojas,Individual,1,12480.0,0.0,12480.0,7488.0,4992.0
2723,2023-09-16,Centro,Ropa,Gorra,Isidora Munoz,Pyme,6,5480.0,0.1,29592.0,19728.0,9864.0
2724,2023-09-16,Este,Oficina,Resma de Papel,Javier Castro,Pyme,2,4350.0,0.0,8700.0,5220.0,3480.0
2725,2023-09-16,Centro,Electronica,Audifonos,Hugo Reyes,Corporativo,4,16210.0,0.15,55114.0,38904.0,16210.0
2726,2023-09-16,Sur,Hogar,Set de Ollas,Hugo Reyes,,6,39730.0,0.0,238380.0,143028.0,95352.0
2727,2023-09-16,Sur,Hogar,Cafetera,Diego Rojas,Individual,1,30880.0,0.05,29336.0,18528.0,10808.0
2728,2023-09-16,Centro,Deportes,Balon Futbol,Felipe Soto,Pyme,4,13020.0,0.2,41664.0,31248.0,10416.0
2729,2023-09-17,Este,Oficina,Escritorio,Hugo Reyes,Pyme,4,101660.0,0.05,386308.0,243984.0,142324.0
2730,2023-09-17,Sur,Deportes,Mancuernas,Bruno Silva,Individual,1,17260.0,0.05,16397.0,10356.0,6041.0
2731,2023-09-17,Centro,Electronica,Mouse,Bruno Silva,Individual,7,6720.0,0.0,47040.0,28224.0,18816.0
2732,2023-09-17,Oeste,Ropa,Camiseta,Gabriela Nunez,Individual,1,7760.0,0.1,6984.0,4656.0,2328.0
2733,2023-09-17,Este,Oficina,Resma de Papel,Bruno Silva,Corporativo,3,4240.0,0.0,12720.0,7632.0,5088.0
2734,2023-09-17,Oeste,Ropa,Gorra,Ana Torres,Pyme,7,5290.0,0.1,33327.0,22218.0,11109.0
2735,2023-09-17,Sur,Hogar,Lampara LED,Felipe Soto,Individual,1,10410.0,0.0,10410.0,6246.0,4164.0
2736,2023-09-18,Oeste,Hogar,Aspiradora,Felipe Soto,Individual,1,83210.0,0.05,79050.0,49926.0,29124.0
2737,2023-09-18,Centro,Electronica,Cargador,Carla Diaz,Individual,5,8940.0,0.0,44700.0,26820.0,17880.0
2738,2023-09-18,Norte,Hogar,Ventilador,Elena Vidal,Individual,1,22790.0,0.0,22790.0,13674.0,9116.0
2739,2023-09-18,Este,Oficina,Silla Ergonomica,Bruno Silva,Corporativo,4,81580.0,0.0,326320.0,195792.0,130528.0
2740,2023-09-18,Centro,Electronica,Teclado,Carla Diaz,Individual,6,12680.0,0.05,72276.0,45648.0,26628.0
2741,2023-09-18,Oeste,Ropa,Camiseta,Hugo Reyes,Individual,3,6760.0,0.1,18252.0,12168.0,6084.0
2742,2023-09-18,Este,Deportes,Bototas Trekking,Carla Diaz,Individual,1,56040.0,0.0,56040.0,33624.0,22416.0
2743,2023-09-18,Sur,Hogar,Cafetera,Ana Torres,Individual,2,31760.0,0.15,53992.0,38112.0,15880.0
2744,2023-09-18,Norte,Hogar,Set de Ollas,Gabriela Nunez,Pyme,6,41290.0,0.15,210579.0,148644.0,61935.0
2745,2023-09-19,Oeste,Deportes,Mancuernas,Diego Rojas,Individual,6,18060.0,0.1,97524.0,65016.0,32508.0
2746,2023-09-19,Norte,Deportes,Mancuernas,Gabriela Nunez,Pyme,4,19350.0,0.2,61920.0,46440.0,15480.0
2747,2023-09-19,Sur,Ropa,Chaqueta,Carla Diaz,Corporativo,7,36310.0,0.1,228753.0,152502.0,76251.0
2748,2023-09-19,Este,Ropa,Pantalon,Felipe Soto,Pyme,2,14470.0,0.15,24599.0,17364.0,7235.0
2749,2023-09-19,Norte,Oficina,Cuaderno,Felipe Soto,Pyme,4,1880.0,0.0,7520.0,4512.0,3008.0
2750,2023-09-19,Norte,Hogar,Aspiradora,Javier Castro,Individual,6,86750.0,0.0,520500.0,312300.0,208200.0
2751,2023-09-19,Oeste,Hogar,Ventilador,Bruno Silva,Pyme,7,20120.0,0.0,140840.0,84504.0,56336.0
2752,2023-09-19,Este,Ropa,Zapatillas,Carla Diaz,Pyme,7,44530.0,0.15,264954.0,187026.0,77928.0
2753,2023-09-19,Sur,Hogar,Ventilador,Hugo Reyes,Pyme,4,19630.0,0.0,78520.0,47112.0,31408.0
2754,2023-09-19,Centro,Ropa,Gorra,Elena Vidal,Individual,1,6220.0,0.2,4976.0,3732.0,1244.0
2755,2023-09-19,Centro,Deportes,Balon Futbol,Hugo Reyes,Individual,5,12580.0,0.0,62900.0,37740.0,25160.0
2756,2023-09-19,Centro,Electronica,Cargador,Javier Castro,Individual,4,9510.0,0.15,32334.0,22824.0,9510.0
2757,2023-09-19,Norte,Ropa,Zapatillas,Felipe Soto,Individual,5,44330.0,0.2,177320.0,132990.0,44330.0
2758,2023-09-20,Norte,Hogar,Lampara LED,Javier Castro,Corporativo,6,9940.0,0.05,56658.0,35784.0,20874.0
2759,2023-09-20,Norte,Ropa,Zapatillas,Hugo Reyes,Individual,7,42340.0,0.0,296380.0,177828.0,118552.0
2760,2023-09-20,Centro,Electronica,Mouse,Gabriela Nunez,Individual,2,6480.0,0.0,12960.0,7776.0,5184.0
2761,2023-09-20,Norte,Hogar,Cafetera,Felipe Soto,Pyme,3,32500.0,0.1,87750.0,58500.0,29250.0
2762,2023-09-20,Norte,Oficina,Escritorio,Carla Diaz,Pyme,6,97140.0,0.2,466272.0,349704.0,116568.0
2763,2023-09-20,Centro,Electronica,Mouse,Hugo Reyes,Pyme,1,7100.0,0.2,5680.0,4260.0,1420.0
2764,2023-09-20,Sur,Deportes,Balon Futbol,Hugo Reyes,Individual,5,13430.0,0.15,57078.0,40290.0,16788.0
2765,2023-09-21,Centro,Oficina,Escritorio,Isidora Munoz,Individual,3,106410.0,0.2,255384.0,191538.0,63846.0
2766,2023-09-21,Este,Oficina,Impresora,Bruno Silva,Pyme,6,72860.0,0.0,437160.0,262296.0,174864.0
2767,2023-09-21,Norte,Deportes,Bicicleta,Javier Castro,Individual,6,141060.0,0.0,846360.0,507816.0,338544.0
2768,2023-09-21,Norte,Deportes,Bicicleta,Ana Torres,Individual,6,145800.0,0.15,743580.0,524880.0,218700.0
2769,2023-09-21,Este,Electronica,Audifonos,Gabriela Nunez,Corporativo,7,17350.0,0.0,121450.0,72870.0,48580.0
2770,2023-09-21,Sur,Ropa,Gorra,Javier Castro,Individual,4,5970.0,0.1,21492.0,14328.0,7164.0
2771,2023-09-21,Sur,Electronica,Cargador,Felipe Soto,Pyme,7,9140.0,0.05,60781.0,38388.0,22393.0
2772,2023-09-22,Sur,Electronica,Parlante Bluetooth,Carla Diaz,Individual,1,25620.0,0.1,23058.0,15372.0,7686.0
2773,2023-09-22,Sur,Electronica,Cargador,Hugo Reyes,Individual,7,8100.0,0.05,53865.0,34020.0,19845.0
2774,2023-09-22,Sur,Ropa,Pantalon,Felipe Soto,Pyme,1,15890.0,0.0,15890.0,9534.0,6356.0
2775,2023-09-22,Este,Electronica,Teclado,Ana Torres,Individual,4,12920.0,0.05,49096.0,31008.0,18088.0
2776,2023-09-22,Oeste,Hogar,Set de Ollas,Felipe Soto,Corporativo,1,41950.0,0.2,33560.0,25170.0,8390.0
2777,2023-09-22,Oeste,Electronica,Mouse,Javier Castro,Pyme,5,7020.0,0.05,33345.0,21060.0,12285.0
2778,2023-09-22,Oeste,Oficina,Impresora,Javier Castro,Individual,3,68150.0,0.2,163560.0,122670.0,40890.0
2779,2023-09-22,Norte,Ropa,Gorra,Ana Torres,Pyme,7,5580.0,0.2,31248.0,23436.0,7812.0
2780,2023-09-22,Centro,Ropa,Gorra,Felipe Soto,Corporativo,7,6050.0,0.0,42350.0,25410.0,16940.0
2781,2023-09-22,Este,Hogar,Lampara LED,Carla Diaz,Pyme,5,10420.0,0.15,44285.0,31260.0,13025.0
2782,2023-09-22,Oeste,Electronica,Cargador,Carla Diaz,Individual,3,8790.0,0.0,26370.0,15822.0,10548.0
2783,2023-09-22,Sur,Hogar,Ventilador,Javier Castro,Corporativo,5,20150.0,0.1,90675.0,60450.0,30225.0
2784,2023-09-23,Sur,Electronica,Parlante Bluetooth,Javier Castro,Pyme,4,24610.0,0.05,93518.0,59064.0,34454.0
2785,2023-09-23,Norte,Ropa,Zapatillas,Isidora Munoz,Pyme,5,47640.0,0.0,238200.0,142920.0,95280.0
2786,2023-09-23,Centro,Oficina,Impresora,Gabriela Nunez,Individual,4,71810.0,0.0,287240.0,172344.0,114896.0
2787,2023-09-23,Este,Electronica,Audifonos,Hugo Reyes,Individual,1,14550.0,0.0,14550.0,8730.0,5820.0
2788,2023-09-23,Sur,Oficina,Silla Ergonomica,Ana Torres,Individual,4,89510.0,0.05,340138.0,214824.0,125314.0
2789,2023-09-23,Sur,Ropa,Chaqueta,Hugo Reyes,Individual,5,36910.0,0.0,184550.0,110730.0,73820.0
2790,2023-09-23,Sur,Oficina,Silla Ergonomica,Carla Diaz,Individual,7,90880.0,0.0,636160.0,381696.0,254464.0
2791,2023-09-23,Oeste,Oficina,Silla Ergonomica,Bruno Silva,Individual,3,89260.0,0.2,214224.0,160668.0,53556.0
2792,2023-09-24,Este,Electronica,Audifonos,Bruno Silva,Individual,5,15260.0,0.0,76300.0,45780.0,30520.0
2793,2023-09-24,Este,Electronica,Cargador,Carla Diaz,Pyme,3,8540.0,0.1,23058.0,15372.0,7686.0
2794,2023-09-24,Sur,Electronica,Cargador,Diego Rojas,Pyme,6,9870.0,0.0,59220.0,35532.0,23688.0
2795,2023-09-24,Sur,Hogar,Set de Ollas,Diego Rojas,Pyme,4,40300.0,0.15,137020.0,96720.0,40300.0
2796,2023-09-24,Este,Deportes,Bototas Trekking,Diego Rojas,Individual,1,57930.0,0.0,57930.0,34758.0,23172.0
2797,2023-09-25,Norte,Ropa,Camiseta,Carla Diaz,Individual,2,8450.0,0.0,16900.0,10140.0,6760.0
2798,2023-09-25,Centro,Deportes,Balon Futbol,Felipe Soto,Pyme,7,12290.0,0.0,86030.0,51618.0,34412.0
2799,2023-09-25,Centro,Oficina,Resma de Papel,Isidora Munoz,Individual,6,4070.0,0.15,20757.0,14652.0,6105.0
2800,2023-09-25,Centro,Ropa,Zapatillas,Hugo Reyes,Individual,7,41540.0,0.0,290780.0,174468.0,116312.0
2801,2023-09-25,Norte,Deportes,Mancuernas,Diego Rojas,Individual,6,18600.0,0.15,94860.0,66960.0,27900.0
2802,2023-09-25,Sur,Deportes,Colchoneta Yoga,Elena Vidal,Individual,2,11230.0,0.1,20214.0,13476.0,6738.0
2803,2023-09-26,Oeste,Electronica,Audifonos,Isidora Munoz,Individual,2,16840.0,0.0,33680.0,20208.0,13472.0
2804,2023-09-26,Este,Electronica,Cargador,Carla Diaz,Individual,1,7860.0,0.1,7074.0,4716.0,2358.0
2805,2023-09-26,Norte,Hogar,Cafetera,Elena Vidal,Pyme,2,31350.0,0.05,59565.0,37620.0,21945.0
2806,2023-09-26,Norte,Oficina,Escritorio,Isidora Munoz,Pyme,3,102410.0,0.0,307230.0,184338.0,122892.0
2807,2023-09-26,Oeste,Hogar,Set de Ollas,Ana Torres,Individual,6,40690.0,0.2,195312.0,146484.0,48828.0
2808,2023-09-26,Este,Electronica,Parlante Bluetooth,Carla Diaz,Pyme,2,25710.0,0.15,43707.0,30852.0,12855.0
2809,2023-09-26,Este,Oficina,Cuaderno,Gabriela Nunez,Pyme,2,2100.0,0.0,4200.0,2520.0,1680.0
2810,2023-09-26,Sur,Hogar,Cafetera,Felipe Soto,Individual,1,30430.0,0.0,30430.0,18258.0,12172.0
2811,2023-09-26,Sur,Hogar,Ventilador,Gabriela Nunez,Individual,2,19760.0,0.0,39520.0,23712.0,15808.0
2812,2023-09-26,Sur,Ropa,Pantalon,Elena Vidal,Pyme,3,16960.0,0.0,50880.0,30528.0,20352.0
2813,2023-09-27,Norte,Hogar,Set de Ollas,Gabriela Nunez,Pyme,3,41470.0,0.0,124410.0,74646.0,49764.0
2814,2023-09-27,Norte,Electronica,Mouse,Gabriela Nunez,Pyme,5,6880.0,0.05,32680.0,20640.0,12040.0
2815,2023-09-27,Centro,Oficina,Impresora,Bruno Silva,Corporativo,1,73150.0,0.15,62178.0,43890.0,18288.0
2816,2023-09-27,Norte,Deportes,Bototas Trekking,Hugo Reyes,Individual,1,55860.0,0.2,44688.0,33516.0,11172.0
2817,2023-09-27,Norte,Oficina,Impresora,Isidora Munoz,Individual,3,73290.0,0.05,208876.0,131922.0,76954.0
2818,2023-09-27,Este,Ropa,Chaqueta,Bruno Silva,Individual,4,38390.0,0.0,153560.0,92136.0,61424.0
2819,2023-09-27,Sur,Deportes,Bototas Trekking,Isidora Munoz,Individual,3,53080.0,0.15,135354.0,95544.0,39810.0
2820,2023-09-27,Oeste,Electronica,Audifonos,Carla Diaz,Individual,2,16330.0,0.15,27761.0,19596.0,8165.0
2821,2023-09-28,Este,Deportes,Balon Futbol,Isidora Munoz,Individual,7,13750.0,0.15,81812.0,57750.0,24062.0
2822,2023-09-28,Centro,Ropa,Pantalon,Felipe Soto,Individual,6,17680.0,0.0,106080.0,63648.0,42432.0
2823,2023-09-28,Centro,Ropa,Chaqueta,Felipe Soto,Individual,1,35850.0,0.1,32265.0,21510.0,10755.0
2824,2023-09-29,Oeste,Ropa,Zapatillas,Elena Vidal,Corporativo,4,44830.0,0.1,161388.0,107592.0,53796.0
2825,2023-09-29,Centro,Hogar,Aspiradora,Bruno Silva,Individual,1,78260.0,0.1,70434.0,46956.0,23478.0
2826,2023-09-29,Norte,Ropa,Pantalon,Bruno Silva,Individual,4,16020.0,0.0,64080.0,38448.0,25632.0
2827,2023-09-29,Oeste,Electronica,Teclado,Carla Diaz,Individual,4,12890.0,0.0,51560.0,30936.0,20624.0
2828,2023-09-29,Centro,Ropa,Zapatillas,Carla Diaz,Pyme,6,48120.0,0.05,274284.0,173232.0,101052.0
2829,2023-09-29,Oeste,Ropa,Pantalon,Javier Castro,Pyme,7,17010.0,0.05,113116.0,71442.0,41674.0
2830,2023-09-29,Sur,Electronica,Audifonos,Carla Diaz,Individual,3,15940.0,0.0,47820.0,28692.0,19128.0
2831,2023-09-29,Centro,Deportes,Mancuernas,Felipe Soto,Corporativo,6,17940.0,0.0,107640.0,64584.0,43056.0
2832,2023-09-29,Este,Oficina,Escritorio,Felipe Soto,Individual,7,93800.0,0.1,590940.0,393960.0,196980.0
2833,2023-09-29,Norte,Electronica,Cargador,Hugo Reyes,Individual,3,9310.0,0.1,25137.0,16758.0,8379.0
2834,2023-09-29,Oeste,Hogar,Ventilador,Elena Vidal,,5,18950.0,0.05,90012.0,56850.0,33162.0
2835,2023-09-30,Norte,Oficina,Cuaderno,Felipe Soto,Pyme,2,2020.0,0.1,3636.0,2424.0,1212.0
2836,2023-09-30,Centro,Electronica,Cargador,Hugo Reyes,Pyme,3,9550.0,0.0,28650.0,17190.0,11460.0
2837,2023-09-30,Sur,Electronica,Audifonos,Diego Rojas,Corporativo,5,16770.0,0.0,83850.0,50310.0,33540.0
2838,2023-09-30,Oeste,Oficina,Escritorio,Felipe Soto,Individual,6,96240.0,0.15,490824.0,346464.0,144360.0
2839,2023-10-01,Norte,Deportes,Balon Futbol,Bruno Silva,Corporativo,7,12420.0,0.2,69552.0,52164.0,17388.0
2840,2023-10-01,Oeste,Ropa,Camiseta,Gabriela Nunez,Individual,7,7760.0,0.2,43456.0,32592.0,10864.0
2841,2023-10-01,Sur,Electronica,Audifonos,Carla Diaz,Pyme,6,15080.0,0.0,90480.0,54288.0,36192.0
2842,2023-10-01,Norte,Electronica,Audifonos,Hugo Reyes,Pyme,1,15840.0,0.05,15048.0,9504.0,5544.0
2843,2023-10-01,Oeste,Hogar,Set de Ollas,Carla Diaz,Pyme,7,39290.0,0.1,247527.0,165018.0,82509.0
2844,2023-10-01,Sur,Electronica,Cargador,Isidora Munoz,Pyme,2,9330.0,0.15,15861.0,11196.0,4665.0
2845,2023-10-01,Norte,Ropa,Chaqueta,Gabriela Nunez,Individual,4,34790.0,0.0,139160.0,83496.0,55664.0
2846,2023-10-02,Norte,Oficina,Impresora,Diego Rojas,Individual,6,70710.0,0.1,381834.0,254556.0,127278.0
2847,2023-10-02,Sur,Electronica,Teclado,Javier Castro,Corporativo,5,12200.0,0.0,61000.0,36600.0,24400.0
2848,2023-10-02,Sur,Oficina,Cuaderno,Gabriela Nunez,Individual,4,1950.0,0.0,7800.0,4680.0,3120.0
2849,2023-10-02,Oeste,Electronica,Cargador,Gabriela Nunez,Pyme,1,9700.0,0.0,9700.0,5820.0,3880.0
2850,2023-10-02,Centro,Ropa,Camiseta,Ana Torres,Pyme,5,7630.0,0.1,34335.0,22890.0,11445.0
2851,2023-10-02,Sur,Deportes,Balon Futbol,Isidora Munoz,Pyme,5,12980.0,0.05,61655.0,38940.0,22715.0
2852,2023-10-02,Oeste,Electronica,Parlante Bluetooth,Carla Diaz,Individual,4,25590.0,0.2,81888.0,61416.0,20472.0
2853,2023-10-02,Sur,Electronica,Mouse,Gabriela Nunez,Corporativo,1,6600.0,0.0,6600.0,3960.0,2640.0
2854,2023-10-02,Oeste,Oficina,Cuaderno,Felipe Soto,Individual,5,1940.0,0.05,9215.0,5820.0,3395.0
2855,2023-10-03,Centro,Electronica,Cargador,Ana Torres,Individual,1,9070.0,0.05,8616.0,5442.0,3174.0
2856,2023-10-03,Sur,Deportes,Balon Futbol,Carla Diaz,Corporativo,3,13280.0,0.05,37848.0,23904.0,13944.0
2857,2023-10-03,Norte,Deportes,Mancuernas,Javier Castro,Individual,2,17520.0,0.15,29784.0,21024.0,8760.0
2858,2023-10-03,Norte,Oficina,Cuaderno,Felipe Soto,Pyme,3,2090.0,0.2,5016.0,3762.0,1254.0
2859,2023-10-03,Centro,Ropa,Zapatillas,Carla Diaz,Corporativo,2,43430.0,0.0,86860.0,52116.0,34744.0
2860,2023-10-03,Norte,Ropa,Camiseta,Elena Vidal,Individual,4,8140.0,0.0,32560.0,19536.0,13024.0
2861,2023-10-03,Centro,Electronica,Parlante Bluetooth,Isidora Munoz,Individual,2,23790.0,0.0,47580.0,28548.0,19032.0
2862,2023-10-03,Centro,Deportes,Colchoneta Yoga,Elena Vidal,Pyme,7,9700.0,0.05,64505.0,40740.0,23765.0
